id,question_id,answer,is_correct_answer,created_at,updated_at
86,22,<p>Osteochondroma</p>,1,2017-07-09 23:40:25,2017-07-09 23:40:25
87,22,<p>Osteoblastoma</p>,0,2017-07-09 23:40:25,2017-07-09 23:40:25
88,22,<p>Osteosarcoma</p>,0,2017-07-09 23:40:25,2017-07-09 23:40:25
89,22,<p>Chondrosarcoma</p>,0,2017-07-09 23:40:25,2017-07-09 23:40:25
90,22,<p>Malignant fibrous histiocytoma of bone</p>,0,2017-07-09 23:40:25,2017-07-09 23:40:25
91,23,<p>Effectiveness of chemotherapy</p>,0,2017-07-09 23:44:14,2017-07-09 23:44:14
92,23,<p>Effect of local adjuvant</p>,0,2017-07-09 23:44:14,2017-07-09 23:44:14
93,23,<p>Open physes</p>,1,2017-07-09 23:44:14,2017-07-09 23:44:14
94,23,<p>Presence of giant cells</p>,0,2017-07-09 23:44:14,2017-07-09 23:44:14
95,23,<p>Effectiveness of embolization</p>,0,2017-07-09 23:44:14,2017-07-09 23:44:14
96,24,<p>Ganglion cyst</p>,0,2017-07-09 23:47:37,2017-07-09 23:47:37
97,24,<p>Abscess</p>,0,2017-07-09 23:47:37,2017-07-09 23:47:37
98,24,<p>Hematoma</p>,0,2017-07-09 23:47:37,2017-07-09 23:47:37
99,24,<p>Giant cell tumor of tendon sheath</p>,1,2017-07-09 23:47:37,2017-07-09 23:47:37
100,24,<p>Synovial sarcoma</p>,0,2017-07-09 23:47:37,2017-07-09 23:47:37
101,25,<p>Bone scan</p>,0,2017-07-09 23:52:13,2017-07-09 23:52:13
102,25,<p>CT</p>,0,2017-07-09 23:52:13,2017-07-09 23:52:13
103,25,<p>Needle biopsy</p>,0,2017-07-09 23:52:13,2017-07-09 23:52:13
104,25,<p>Incisional biopsy</p>,0,2017-07-09 23:52:13,2017-07-09 23:52:13
105,25,<p>No further test is needed</p>,1,2017-07-09 23:52:13,2017-07-09 23:52:13
106,26,<p>2 cm distal to the articular surface of the radial head</p>,0,2017-07-09 23:54:30,2017-07-09 23:54:30
107,26,<p>1 cm distal to the articular surface of the radial head</p>,0,2017-07-09 23:54:30,2017-07-09 23:54:30
108,26,<p>Within a 90 degrees arc or safe zone</p>,1,2017-07-09 23:54:30,2017-07-09 23:54:30
109,26,<p>Within a 120 degrees arc or safe zone</p>,0,2017-07-09 23:54:30,2017-07-09 23:54:30
110,26,<p>Within an 180 degrees arc or safe zone</p>,0,2017-07-09 23:54:30,2017-07-09 23:54:30
111,27,<p>Sciatic nerve</p>,0,2017-07-09 23:55:50,2017-07-09 23:55:50
112,27,<p>Cluneal Nerve</p>,0,2017-07-09 23:55:50,2017-07-09 23:55:50
113,27,<p>Inferior gluteal artery</p>,0,2017-07-09 23:55:50,2017-07-09 23:55:50
114,27,<p>Superior gluteal artery</p>,1,2017-07-09 23:55:50,2017-07-09 23:55:50
115,27,<p>Sacroiliac joint</p>,0,2017-07-09 23:55:50,2017-07-09 23:55:50
116,28,<p>Posttraumatic arthritis</p>,1,2017-07-09 23:57:16,2017-07-09 23:57:16
117,28,<p>Infection</p>,0,2017-07-09 23:57:16,2017-07-09 23:57:16
118,28,<p>Fixation failure</p>,0,2017-07-09 23:57:16,2017-07-09 23:57:16
119,28,<p>Malunion</p>,0,2017-07-09 23:57:16,2017-07-09 23:57:16
120,28,<p>Nonunion</p>,0,2017-07-09 23:57:16,2017-07-09 23:57:16
121,29,<p>Isolated transverse amputation of the thumb through the middle of the nail bed</p>,0,2017-07-09 23:58:48,2017-07-09 23:58:48
122,29,<p>Isolated transverse amputation of the index finger through the proximal phalanx</p>,0,2017-07-09 23:58:48,2017-07-09 23:58:48
123,29,<p>Isolated transverse amputation of the ring finger through the proximal phalanx</p>,0,2017-07-09 23:58:48,2017-07-09 23:58:48
124,29,<p>Isolated transverse amputation of the hand at the level of the wrist</p>,1,2017-07-09 23:58:48,2017-07-09 23:58:48
125,29,<p>Forearm amputation with a 10-hour warm ischemia time</p>,0,2017-07-09 23:58:48,2017-07-09 23:58:48
126,30,<p>A long leg cast</p>,0,2017-07-10 00:00:34,2017-07-10 00:00:34
127,30,<p>A short leg cast</p>,0,2017-07-10 00:00:34,2017-07-10 00:00:34
128,30,<p>Immediate open reduction and internal fixation</p>,0,2017-07-10 00:00:34,2017-07-10 00:00:34
129,30,<p>A temporizing spanning external fixator</p>,1,2017-07-10 00:00:34,2017-07-10 00:00:34
130,30,<p>A primary ankle fusion</p>,0,2017-07-10 00:00:34,2017-07-10 00:00:34
131,31,<p>Nonunion</p>,0,2017-07-10 00:02:01,2017-07-10 00:02:01
132,31,<p>Malunion</p>,0,2017-07-10 00:02:01,2017-07-10 00:02:01
133,31,<p>Infection</p>,0,2017-07-10 00:02:01,2017-07-10 00:02:01
134,31,<p>Knee pain</p>,1,2017-07-10 00:02:01,2017-07-10 00:02:01
135,31,<p>Compartment syndrome</p>,0,2017-07-10 00:02:01,2017-07-10 00:02:01
136,32,<p>External electrical stimulation</p>,0,2017-07-10 00:03:31,2017-07-10 00:03:31
137,32,<p>External ultrasound stimulation</p>,0,2017-07-10 00:03:31,2017-07-10 00:03:31
138,32,<p>Implanted electrical stimulation</p>,0,2017-07-10 00:03:31,2017-07-10 00:03:31
139,32,<p>Closed reduction and percutaneous fixation</p>,0,2017-07-10 00:03:31,2017-07-10 00:03:31
140,32,<p>Open reduction and internal fixation with bone graft</p>,1,2017-07-10 00:03:31,2017-07-10 00:03:31
141,33,<p>Neurogenic</p>,1,2017-07-10 00:05:00,2017-07-10 00:05:00
142,33,<p>Hemorrhagic</p>,0,2017-07-10 00:05:00,2017-07-10 00:05:00
143,33,<p>Spinal</p>,0,2017-07-10 00:05:00,2017-07-10 00:05:00
144,33,<p>Septic</p>,0,2017-07-10 00:05:00,2017-07-10 00:05:00
145,33,<p>Hypovolemic</p>,0,2017-07-10 00:05:00,2017-07-10 00:05:00
146,34,<p>Immediate return to unrestricted activity</p>,0,2017-07-10 00:06:36,2017-07-10 00:06:36
147,34,"<p>Posterior long arm splint for 7 to 1o days, followed by elbow range of motion exercises</p>",1,2017-07-10 00:06:36,2017-07-10 00:06:36
148,34,<p>A long arm cast for 4 weeks</p>,0,2017-07-10 00:06:36,2017-07-10 00:06:36
149,34,<p>Immediate surgical repair of the collateral ligaments</p>,0,2017-07-10 00:06:36,2017-07-10 00:06:36
150,34,<p>Immediate surgical repair of the collateral ligaments and placement a hinge external fixator</p>,0,2017-07-10 00:06:36,2017-07-10 00:06:36
151,35,<p>Less surgical time</p>,1,2017-07-10 00:09:48,2017-07-10 00:09:48
152,35,<p>Lower risk of nonunion</p>,0,2017-07-10 00:09:48,2017-07-10 00:09:48
153,35,<p>Lower rate of malunion</p>,0,2017-07-10 00:09:48,2017-07-10 00:09:48
154,35,<p>Faster time to union</p>,0,2017-07-10 00:09:48,2017-07-10 00:09:48
155,35,<p>Less secondary procedures to achieve union</p>,0,2017-07-10 00:09:48,2017-07-10 00:09:48
156,36,<p>Improved ankle range of motion</p>,0,2017-07-10 00:11:19,2017-07-10 00:11:19
157,36,<p>Increased risk of wound complication</p>,1,2017-07-10 00:11:19,2017-07-10 00:11:19
158,36,<p>Decreased ankle pain</p>,0,2017-07-10 00:11:19,2017-07-10 00:11:19
159,36,<p>Decreased risk of nerve injuries</p>,0,2017-07-10 00:11:19,2017-07-10 00:11:19
160,36,<p>Decreased risk of development of traumatic arthritis</p>,0,2017-07-10 00:11:19,2017-07-10 00:11:19
161,37,<p>Early open reduction and internal fixation</p>,0,2017-07-10 00:13:05,2017-07-10 00:13:05
162,37,<p>Initiation of physical therapy and passive motion within 2 weeks of the injury</p>,1,2017-07-10 00:13:05,2017-07-10 00:13:05
163,37,<p>Fracture involvement of the greater tuberosity</p>,0,2017-07-10 00:13:05,2017-07-10 00:13:05
164,37,<p>Immobilization with a sling and swathe for 4 weeks</p>,0,2017-07-10 00:13:05,2017-07-10 00:13:05
165,37,<p>Age younger than 70 years</p>,0,2017-07-10 00:13:05,2017-07-10 00:13:05
166,38,<p>Urine output greater than 100mL/h</p>,0,2017-07-10 00:35:05,2017-07-10 00:35:05
167,38,<p>cardiac output greater than 2</p>,0,2017-07-10 00:35:05,2017-07-10 00:35:05
168,38,"<p>Serum lactate level less than 2,5 mmol/L</p>",1,2017-07-10 00:35:05,2017-07-10 00:35:05
169,38,<p>Systolic blood pressure greater than 100 mmHg</p>,0,2017-07-10 00:35:05,2017-07-10 00:35:05
170,38,<p>Hemoglobin level greater than 10g/dL</p>,0,2017-07-10 00:35:05,2017-07-10 00:35:05
171,39,<p>Loss of elbow range of motion</p>,1,2017-07-10 00:37:06,2017-07-10 00:37:06
172,39,<p>Nonunion</p>,0,2017-07-10 00:37:06,2017-07-10 00:37:06
173,39,<p>Malunion</p>,0,2017-07-10 00:37:06,2017-07-10 00:37:06
174,39,<p>Infection</p>,0,2017-07-10 00:37:06,2017-07-10 00:37:06
175,39,<p>Ulnar nerve dysfunction</p>,0,2017-07-10 00:37:06,2017-07-10 00:37:06
176,40,<p>Continued resuscitation with fluids and blood</p>,0,2017-07-10 00:39:06,2017-07-10 00:39:06
177,40,<p>Ongoing resuscitation and pelvic angiography</p>,0,2017-07-10 00:39:06,2017-07-10 00:39:06
178,40,<p>Application of an external fixator in the emergency department</p>,0,2017-07-10 00:39:06,2017-07-10 00:39:06
179,40,<p>A pelvic binder and continued resuscitation</p>,0,2017-07-10 00:39:06,2017-07-10 00:39:06
180,40,"<p>A pelvic binder, skeletal traction, and continued resuscitation</p>",1,2017-07-10 00:39:06,2017-07-10 00:39:06
181,41,<p>Posttraumatic arthritis of the subtalar joint</p>,0,2017-07-10 00:41:16,2017-07-10 00:41:16
182,41,<p>Posttraumatic arthritis of the ankle joint</p>,0,2017-07-10 00:41:16,2017-07-10 00:41:16
183,41,<p>Malunion of talus</p>,1,2017-07-10 00:41:16,2017-07-10 00:41:16
184,41,<p>Osteonecrosis of the talus</p>,0,2017-07-10 00:41:16,2017-07-10 00:41:16
185,41,<p>Complex regional pain syndrome</p>,0,2017-07-10 00:41:16,2017-07-10 00:41:16
186,42,<p>Reamed intramedullary nail</p>,0,2017-07-10 00:42:52,2017-07-10 14:49:02
187,42,<p>Unreamed intramedullary nail</p>,0,2017-07-10 00:42:52,2017-07-10 00:42:52
188,42,<p>Percutaneous plate fixation</p>,0,2017-07-10 00:42:52,2017-07-10 00:42:52
189,42,<p>Skeletal traction</p>,0,2017-07-10 00:42:52,2017-07-10 00:42:52
190,42,<p>External fixation</p>,1,2017-07-10 00:42:52,2017-07-10 00:42:52
191,43,<p>Tibial nerve</p>,0,2017-07-10 00:44:22,2017-07-10 00:44:22
192,43,<p>Popliteal artery</p>,1,2017-07-10 00:44:22,2017-07-10 00:44:22
193,43,<p>Common peroneal nerve</p>,0,2017-07-10 00:44:22,2017-07-10 00:44:22
194,43,<p>Posterior cruciate ligament</p>,0,2017-07-10 00:44:22,2017-07-10 00:44:22
195,43,<p>Popliteus muscle</p>,0,2017-07-10 00:44:22,2017-07-10 00:44:22
196,44,<p>6-cm limb-length discrepancy with the right femur longer</p>,0,2017-07-10 00:45:56,2017-07-10 00:45:56
197,44,<p>6-cm limb-length discrepancy with the left femur longer</p>,1,2017-07-10 00:45:56,2017-07-10 00:45:56
198,44,<p>12 degrees varus deformity</p>,0,2017-07-10 00:45:56,2017-07-10 00:45:56
199,44,<p>18 degrees valgus deformity</p>,0,2017-07-10 00:45:56,2017-07-10 00:45:56
200,44,<p>20 degrees recurvatum deformity</p>,0,2017-07-10 00:45:56,2017-07-10 00:45:56
201,45,<p>Tardy ulnar nerve palsy</p>,0,2017-07-10 00:48:51,2017-07-10 00:48:51
202,45,<p>Posterior glenohumeral subluxation</p>,0,2017-07-10 00:48:51,2017-07-10 00:48:51
203,45,<p>Posterolateral rotatory subluxation of the elbow</p>,0,2017-07-10 00:48:51,2017-07-10 00:48:51
204,45,<p>Poor appearance</p>,1,2017-07-10 00:48:51,2017-07-10 00:48:51
205,45,<p>Snapping medial triceps</p>,0,2017-07-10 00:49:04,2017-07-10 00:49:04
206,46,<p>Persistent inability to bring the hand to the mouth with elbow stabilized at the side</p>,0,2017-07-10 00:50:39,2017-07-10 00:50:39
207,46,<p>Persistent inability to actively abduct the arm past 90 degrees</p>,0,2017-07-10 00:50:39,2017-07-10 00:50:39
208,46,<p>Persistent inability to externally rotate the shoulder past 20 degrees</p>,0,2017-07-10 00:50:39,2017-07-10 00:50:39
209,46,"<p>Persistent unilateral ptosis, myosis, and anhydrosis</p>",1,2017-07-10 00:50:39,2017-07-10 00:50:39
210,46,<p>History of clavicle fracture at birth</p>,0,2017-07-10 00:50:39,2017-07-10 00:50:39
211,47,<p>A 6-year-old child with athetosis and flexible equinovarus deformity of the foot</p>,0,2017-07-10 00:52:08,2017-07-10 00:52:08
212,47,<p>A 6-year-old child with spastic hemiplegia and rigid equinovarus deformity of the foot</p>,0,2017-07-10 00:52:08,2017-07-10 00:52:08
213,47,<p>A 6-year-old child with spastic hemiplegia and flexible equinovarus deformity of the foot</p>,1,2017-07-10 00:52:08,2017-07-10 00:52:08
214,47,<p>A 10-year-old child with spastic quadriplegia and rigid valgus deformities of the feet</p>,0,2017-07-10 00:52:08,2017-07-10 00:52:08
215,47,<p>A 10-year-old child with spastic diplegia and rigid equinovalgus deformities of the feet</p>,0,2017-07-10 00:52:08,2017-07-10 00:52:08
216,48,<p>Cervical myelopathy</p>,1,2017-07-10 00:53:23,2017-07-10 00:53:23
217,48,<p>Radiculopathy</p>,0,2017-07-10 00:53:23,2017-07-10 00:53:23
218,48,<p>Cervical canal stenosis</p>,0,2017-07-10 00:53:23,2017-07-10 00:53:23
219,48,<p>Bilateral HNP cervical</p>,0,2017-07-10 00:53:23,2017-07-10 00:53:23
220,48,<p>Bilateral &nbsp;tunnel syndrome</p>,0,2017-07-10 00:53:23,2017-07-10 00:53:23
221,49,<p>Cervical Scoliosis</p>,0,2017-07-10 00:54:55,2017-07-10 00:54:55
222,49,<p>Torticollis</p>,1,2017-07-10 00:54:55,2017-07-10 00:54:55
223,49,<p>Congenital scoliosis</p>,0,2017-07-10 00:54:55,2017-07-10 00:54:55
224,49,<p>Duchene Muscular progressive</p>,0,2017-07-10 00:54:55,2017-07-10 00:54:55
225,49,<p>Guillan-Barre syndrome</p>,0,2017-07-10 00:54:55,2017-07-10 00:54:55
226,50,<p>HNP L4-5</p>,0,2017-07-10 00:56:39,2017-07-10 00:56:39
227,50,<p>Spondylolisthesis L3-L4</p>,0,2017-07-10 00:56:39,2017-07-10 00:56:39
228,50,<p>Spondylolisthesis L4-L5</p>,0,2017-07-10 00:56:39,2017-07-10 00:56:39
229,50,<p>Spondylolisthesis L5-S1</p>,1,2017-07-10 00:56:39,2017-07-10 00:56:39
230,50,<p>Pathological fracture on pars interarticular</p>,0,2017-07-10 00:56:39,2017-07-10 00:56:39
231,51,<p>C5</p>,0,2017-07-10 00:58:41,2017-07-10 00:58:41
232,51,<p>C6</p>,0,2017-07-10 00:58:41,2017-07-10 00:58:41
233,51,<p>C7</p>,1,2017-07-10 00:58:41,2017-07-10 00:58:41
234,51,<p>C8</p>,0,2017-07-10 00:58:41,2017-07-10 00:58:41
235,51,<p>C8</p>,0,2017-07-10 00:58:41,2017-07-10 00:58:41
236,52,<p>Achilles rupture</p>,0,2017-07-10 01:00:03,2017-07-10 01:00:03
237,52,<p>Gastrocnemius Strain</p>,0,2017-07-10 01:00:03,2017-07-10 01:00:03
238,52,<p>Calcaneal apophysitis</p>,1,2017-07-10 01:00:03,2017-07-10 01:00:03
239,52,<p>Os trigonum syndrome</p>,0,2017-07-10 01:00:03,2017-07-10 01:00:03
240,52,<p>Plantar &nbsp;fascitis</p>,0,2017-07-10 01:00:03,2017-07-10 01:00:03
241,53,<p>The lateral antebrachial cutaneous nerve in the interval between the abductor pollicis longus and the extensor pollicis Brevis in the forearm.</p>,0,2017-07-10 01:01:33,2017-07-10 10:48:08
242,53,<p>The lateral antebrachial cutaneous nerve in the interval between the brachioradialis and the extensor carpi radialis longus in the distal forearm.</p>,0,2017-07-10 01:01:33,2017-07-10 01:01:33
243,53,<p>The radial sensory nerve in the interval between the extensor carpi radialis longus and the extensor carpi radialis brevis in the distal forearm.</p>,0,2017-07-10 01:01:33,2017-07-10 01:01:33
244,53,<p>The radial sensory nerve in the interval between the brachioradialis and the extensor carpi radialis longus in the distal forearm.</p>,1,2017-07-10 01:01:33,2017-07-10 01:01:33
245,53,<p>The radial sensory nerve in the interval between the brachioradialis and the extensor carpi radialis brevis in the distal forearm.</p>,0,2017-07-10 01:01:33,2017-07-10 01:01:33
246,54,"<p>Vibratory and light touch sensation and motor function, and right sided-loss of pain and temperature sensation</p>",1,2017-07-10 01:03:07,2017-07-10 01:03:07
247,54,"<p>Pain and temperature sensation &nbsp;and motor function, and right sided loss of vibratory and light touch sensation</p>",0,2017-07-10 01:03:07,2017-07-10 01:03:07
248,54,"<p>Pain, temperature, vibratory, and light touch sensation and motor function</p>",0,2017-07-10 01:03:07,2017-07-10 01:03:07
249,54,"<p>Motor function, and right sided loss of pain, temperature, vibratory, and light touch sensation</p>",0,2017-07-10 01:03:07,2017-07-10 01:03:07
250,54,"<p>Light touch and pain sensation and motor function, and right sided loss of vibratory, and temperature sensation</p>",0,2017-07-10 01:03:07,2017-07-10 01:03:07
251,55,<p>Loss of body height more than 50%</p>,0,2017-07-10 01:04:23,2017-07-10 01:04:23
252,55,<p>Cobb angle more than 30 degrees</p>,0,2017-07-10 01:04:23,2017-07-10 01:04:23
253,55,<p>Widening of interpedicular distance</p>,1,2017-07-10 01:04:23,2017-07-10 01:04:23
254,55,<p>Anterior translation more than 4 mm</p>,0,2017-07-10 01:04:23,2017-07-10 01:04:23
255,55,<p>No canal encroachment</p>,0,2017-07-10 01:04:23,2017-07-10 01:04:23
256,56,<p>Unstable injury</p>,0,2017-07-10 01:05:42,2017-07-10 01:05:42
257,56,<p>Reduction is mandatory</p>,0,2017-07-10 01:05:42,2017-07-10 01:05:42
258,56,<p>Posterior element are always intact</p>,0,2017-07-10 01:05:42,2017-07-10 01:05:42
259,56,<p>Bad prognosis</p>,0,2017-07-10 01:05:42,2017-07-10 01:05:42
260,56,<p>Compression fracture</p>,1,2017-07-10 01:05:42,2017-07-10 01:05:42
261,57,<p>Less common than hip fracture</p>,0,2017-07-10 01:06:54,2017-07-10 01:06:54
262,57,<p>Vast majority cases &nbsp;have radicular symptom</p>,0,2017-07-10 01:06:54,2017-07-10 01:06:54
263,57,<p>Biconcave type are more common in lumbar spine</p>,1,2017-07-10 01:06:54,2017-07-10 01:06:54
264,57,<p>MRI have no rule in diagnostic perspective</p>,0,2017-07-10 01:06:54,2017-07-10 01:06:54
265,57,<p>The mortality rate are similar with unaffected population</p>,0,2017-07-10 01:06:54,2017-07-10 01:06:54
