exam_id,item_id,order
30,824,0
30,825,0
30,826,0
30,827,0
30,828,0
30,829,0
30,830,0
32,693,0
32,692,0
32,684,0
32,685,0
32,686,0
32,689,0
32,690,0
32,691,0
32,530,0
32,531,0
32,532,0
32,561,0
32,560,0
32,559,0
32,558,0
31,707,0
31,708,0
31,709,0
31,710,0
31,711,0
33,831,0
33,832,0
33,833,0
33,834,0
33,835,0
33,836,0
33,837,0
33,838,0
33,839,0
33,840,0
33,841,0
33,842,0
33,843,0
33,844,0
33,845,0
33,846,0
33,847,0
33,848,0
33,849,0
33,850,0
33,851,0
33,852,0
33,853,0
33,855,0
33,856,0
34,859,0
34,860,0
34,858,0
34,857,0
34,861,0
34,862,0
34,863,0
34,864,0
34,865,0
34,866,0
34,867,0
34,868,0
34,869,0
34,870,0
34,871,0
34,872,0
34,873,0
34,874,0
34,875,0
34,876,0
34,877,0
34,878,0
34,879,0
34,880,0
34,881,0
34,882,0
34,883,0
34,884,0
34,885,0
34,886,0
34,887,0
34,888,0
34,889,0
34,890,0
35,894,0
35,895,0
35,896,0
35,897,0
35,898,0
35,899,0
35,900,0
35,901,0
35,902,0
35,903,0
35,904,0
35,905,0
35,906,0
35,907,0
35,908,0
35,909,0
35,910,0
35,911,0
35,912,0
35,913,0
35,914,0
35,915,0
35,916,0
35,917,0
35,918,0
36,919,0
36,920,0
36,921,0
36,922,0
36,923,0
36,924,0
36,925,0
36,926,0
36,927,0
36,928,0
36,929,0
36,930,0
36,931,0
36,932,0
36,933,0
36,934,0
36,935,0
36,936,0
36,937,0
36,938,0
36,939,0
36,940,0
36,941,0
36,942,0
36,943,0
36,944,0
36,945,0
36,946,0
36,947,0
36,948,0
36,949,0
36,950,0
36,951,0
36,952,0
36,953,0
36,954,0
36,955,0
36,956,0
36,957,0
36,958,0
36,959,0
36,960,0
36,961,0
36,962,0
36,963,0
36,964,0
36,965,0
36,966,0
36,967,0
36,968,0
36,969,0
36,970,0
36,971,0
36,972,0
36,973,0
36,974,0
36,975,0
36,976,0
36,977,0
36,978,0
36,979,0
36,980,0
36,981,0
36,982,0
36,983,0
36,984,0
36,985,0
36,986,0
36,987,0
36,988,0
36,989,0
36,990,0
36,991,0
36,992,0
36,993,0
36,994,0
36,995,0
36,996,0
36,997,0
36,998,0
36,999,0
36,1000,0
36,1001,0
36,1002,0
36,1003,0
36,1004,0
36,1005,0
36,1006,0
36,1007,0
36,1008,0
36,1009,0
36,1010,0
36,1011,0
36,1012,0
36,1013,0
36,1014,0
36,1015,0
36,1016,0
36,1017,0
36,1018,0
37,1020,0
37,1021,0
37,1023,0
38,1024,0
38,1026,0
38,1027,0
38,1028,0
38,1029,0
38,1030,0
38,1031,0
38,1032,0
38,1033,0
38,1034,0
38,1035,0
38,1036,0
38,1037,0
38,1038,0
38,1039,0
38,1040,0
38,1041,0
38,1042,0
38,1043,0
38,1044,0
38,1045,0
38,1046,0
38,1047,0
38,1048,0
38,1049,0
37,1050,0
37,1051,0
37,1052,0
37,1053,0
37,1054,0
37,1055,0
37,1056,0
37,1057,0
37,1058,0
37,1059,0
37,1060,0
37,1061,0
37,1062,0
37,1063,0
37,1064,0
37,1065,0
37,1066,0
37,1067,0
37,425,0
37,1068,0
37,943,0
37,1070,0
37,1071,0
37,1072,0
37,1073,0
37,1074,0
37,1075,0
37,1076,0
37,1077,0
37,1078,0
37,1079,0
37,1080,0
37,1081,0
37,1082,0
37,1083,0
37,1084,0
37,1085,0
37,1086,0
37,1087,0
37,1088,0
37,1089,0
37,1090,0
37,1091,0
37,1092,0
37,1093,0
37,1094,0
37,1095,0
37,1096,0
37,1097,0
37,1098,0
37,1099,0
37,1100,0
37,1101,0
37,1102,0
37,1103,0
37,1104,0
37,1105,0
37,1106,0
37,1107,0
37,1108,0
37,1109,0
37,1110,0
37,1111,0
37,1112,0
37,1113,0
37,1114,0
37,1115,0
37,1116,0
37,1117,0
37,1118,0
37,1119,0
37,1120,0
37,1121,0
37,1122,0
37,1123,0
37,1124,0
37,1125,0
37,1126,0
37,1127,0
37,1128,0
37,1129,0
37,1130,0
37,1131,0
37,1132,0
37,1133,0
37,1134,0
37,1135,0
39,843,0
39,836,0
40,867,0
40,686,0
40,689,0
40,690,0
40,683,0
41,1136,0
41,1137,0
41,1138,0
41,1139,0
41,1140,0
41,1141,0
41,1142,0
41,1143,0
41,1144,0
41,1145,0
41,1146,0
41,1147,0
41,1148,0
41,1149,0
41,1150,0
41,1151,0
41,1152,0
41,1153,0
41,1154,0
41,1155,0
41,1156,0
41,1157,0
41,1158,0
41,1159,0
41,1160,0
41,1161,0
41,1162,0
41,1163,0
41,1164,0
41,1165,0
41,1166,0
41,1167,0
41,1168,0
41,1169,0
41,1170,0
41,1171,0
41,1172,0
41,1173,0
41,1174,0
41,1175,0
41,1176,0
41,1177,0
41,1178,0
41,1179,0
41,1180,0
41,1181,0
41,1182,0
41,1183,0
41,1184,0
41,1185,0
41,1186,0
41,1187,0
41,1188,0
41,1189,0
41,1190,0
41,1191,0
41,1192,0
41,1193,0
41,1194,0
41,1195,0
41,1196,0
41,1197,0
41,1198,0
41,1199,0
41,1200,0
41,1201,0
41,1202,0
41,1203,0
41,1204,0
41,1205,0
41,1206,0
41,1207,0
41,1208,0
41,1209,0
41,1210,0
41,1211,0
41,1212,0
41,1213,0
41,1214,0
41,1215,0
41,1216,0
41,1217,0
41,1218,0
41,1219,0
41,1220,0
41,1221,0
41,1222,0
41,1223,0
41,1224,0
42,1225,0
42,1226,0
42,1227,0
42,1228,0
42,1229,0
42,1230,0
42,1231,0
42,1232,0
42,1233,0
42,1234,0
42,1235,0
42,1236,0
42,1237,0
42,1238,0
42,1239,0
42,1240,0
42,1241,0
42,1242,0
42,1243,0
42,1244,0
42,1245,0
42,1246,0
42,1247,0
42,1248,0
42,1249,0
