id,item_id,type,question,is_random,score,created_at,updated_at
48,47,multiple-choice,<p>A 72-year-old male is complaining of dull pain on both of his palms and tip of fingers. Physical examination shows weakness on pinching. The most likely diagnosis will be:</p>,0,100,2017-07-10 00:53:23,2017-07-10 00:53:23
49,48,multiple-choice,<p>A 3-year-old boy was brought by his mother with the concern of tilting neck. Physical examination shows plagiocephaly and fibrotic muscle on his left neck. The patient was born with a big birthweight. X-ray shows a 22-degree lateral curve with the apex at C5. Clinical diagnosis of this patient is:</p>,0,100,2017-07-10 00:54:55,2017-07-10 00:54:55
50,49,multiple-choice,<p>An overweight &nbsp;74-year-old lady is complaining about low back pain which also radiates until both of her sole feet. The pain gets worse if she walks for more than 100 meters. Physical examination show step-off on her low back at the level of L5. Your working diagnosis is?</p>,0,100,2017-07-10 00:56:39,2017-07-10 00:56:39
51,50,multiple-choice,"<p>A 30-year-old man reports pain and weakness in his right arm. Examination reveals grade 4 strength in wrist flexion and elbow extension, decreased sensation over the middle finger, and decreased triceps reflex. These symptoms are most compatible with impingement on what spinal nerve root?</p>",0,100,2017-07-10 00:58:41,2017-07-10 00:58:41
52,51,multiple-choice,"<p>A 13-year-old boy who plays multiple sports has had insidious-onset heel pain while running for 3 months. On examination, he had ankle dorsiflexion of 5 degrees. The squeeze test result was positive and the Thompson test result was negative. He has no pain with forced ankle plantar flexion. What is the most likely diagnosis?</p>",0,100,2017-07-10 01:00:03,2017-07-10 01:00:03
53,53,multiple-choice,"<p>A 26-year-old man reports a 2-week history of a burning pain along the dorso-radial aspect of the distal forearm. The pain radiates to the dorsum of the thumb. Examination reveals tenderness and reproduction of symptoms with percussion 8 cm proximal to the radial styloid. Reproduction of symptoms also occurs with forearm pronation and ulnar deviation of the wrist. No discrete sensory deficit is noted and electrodiagnostic studies are normal. Nonsurgical management consisting of rest, splinting, and anti-inflammatory medications for 6 weeks has failed to provide relief. Treatment should now consist of decompression of the:</p>",0,100,2017-07-10 01:01:33,2017-07-10 01:01:33
54,54,multiple-choice,"<p>An 18-year-old man sustained a knife injury to his mid-back, with the entry wound 2 cm to the left of the midline. Hemicord transection has been diagnosed. Neurologic examination will most likely reveal left sided loss of</p>",0,100,2017-07-10 01:03:07,2017-07-10 01:03:07
55,55,multiple-choice,"<p>In thoracolumbar fracture, which is of the radiographic findings that indicates failure of middle column:</p>",0,100,2017-07-10 01:04:23,2017-07-10 01:04:23
56,56,multiple-choice,<p>Flexion injury in thoracolumbar :</p>,0,100,2017-07-10 01:05:42,2017-07-10 01:05:42
57,57,multiple-choice,<p>Vertebral compression fracture in osteoporotic spine:</p>,0,100,2017-07-10 01:06:54,2017-07-10 01:06:54
58,58,multiple-choice,<p>Which is the statement is <strong>TRUE</strong> in spondyloarthropathies :</p>,0,100,2017-07-10 01:09:06,2017-07-10 01:09:06
59,59,multiple-choice,<p>Which is the statement is <strong>TRUE</strong> in ankylosing spondylitis:</p>,0,100,2017-07-10 01:15:37,2017-07-10 01:15:37
60,60,multiple-choice,<p>Absolute indication for discectomy in disc herniation is:</p>,0,100,2017-07-10 01:17:09,2017-07-10 01:17:09
61,61,multiple-choice,"<p>Regarding vertebroplasty in spinal osteoporotic fracture, which is the TRUE statement:</p>",0,100,2017-07-10 01:19:39,2017-07-10 01:19:39
62,62,multiple-choice,<p>Neurogenic claudication lumbar spinal stenosis:</p>,0,100,2017-07-10 01:22:36,2017-07-10 01:22:36
63,63,multiple-choice,<p>Which is the special test to establish the herniated disc:</p>,0,100,2017-07-10 01:24:00,2017-07-10 01:24:00
64,64,multiple-choice,"<p>A healthy, active 72-year-old man tripped and fell, landing on his left hip 10 weeks after an uncomplicated left primary uncemented total hip replacement. A radiograph taken 6 weeks after surgery and before the fall is shown in Figure 10a. A radiograph taken after the fall is shown in Figure 10b. He was unable to bear weight and was brought to the emergency department. Examination revealed a slightly shortened left lower extremity and some mild ecchymosis just distal to the left greater trochanteric region, but his skin was intact without abrasions or lacerations. What is the most appropriate treatment?</p>",0,100,2017-07-10 01:26:55,2017-07-10 01:26:55
65,65,multiple-choice,<p>A 70-year-old woman who underwent total knee replacement 18 months ago has had 3 weeks of moderate drainage from a previously healed wound. What is the most appropriate treatment?</p>,0,100,2017-07-10 01:29:20,2017-07-10 01:29:20
66,66,multiple-choice,"<p>A 67-year-old man who underwent an uncomplicated hip arthroplasty 9 years ago has had a 1-week history of groin pain with movement. Radiographs reveal a well-positioned, well- fixed cementless arthroplasty with mild eccentricity of the femoral head within the polyethylene. His serum C-reactive protein (CRP) level is 3.0 mg/L (reference range, 0.08-3.1 mg/L) and erythrocyte sedimentation rate (ESR) is 5 mm/h (reference range, 0-20 mm/h). What is the most appropriate next step in management of the patient?</p>",0,100,2017-07-10 01:31:05,2017-07-10 01:31:05
67,67,multiple-choice,<p>Figures above are the radiographs of a 25-year-old woman whose pain has progressed during the last several years to pain with any activity and pain at night. What is the most appropriate treatment?</p>,0,100,2017-07-10 01:34:18,2017-07-10 01:34:18
68,68,multiple-choice,<p>An orthopaedic surgeon noticed a displaced calcar fracture during stem insertion when performing total hip arthroplasty using cementless fixation. What is the most appropriate course of action?</p>,0,100,2017-07-10 01:36:15,2017-07-10 01:36:15
69,69,multiple-choice,<p>A 59-year-old active woman underwent elective total hip replacement using a posterior approach. She had minimal pain and was discharged to home 2 days after surgery. Four weeks later she dislocated her hip while shaving her legs. She underwent a closed reduction in the emergency department. Postreduction radiographs show a reduced hip with well-fixed components in satisfactory alignment. What is the most appropriate management of this condition from this point forward?</p>,0,100,2017-07-10 01:38:19,2017-07-10 01:38:19
70,70,multiple-choice,<p>What factor is associated with a higher risk for dislocation after total hip arthroplasty?</p>,0,100,2017-07-10 01:40:52,2017-07-10 01:40:52
71,71,multiple-choice,<p>After total hip arthroplasty (THA) for osteoarthritis a patient is unable to dorsiflex her ankle or extend her great toe. She is treated conservatively and after 3 months on physical therapy she ambulates with a &quot;slapping gait.&quot; What is the most appropriate next treatment option?</p>,0,100,2017-07-10 01:48:20,2017-07-10 01:48:20
72,72,multiple-choice,<p>Which of the following has been shown to increase the rate of failure of cemented femoral components in total hip arthroplasty?</p>,0,100,2017-07-10 01:49:49,2017-07-10 01:49:49
73,73,multiple-choice,<p>A 40-year-old female sustains the injury seen in Figure Above. What other associated soft-tissue knee injury is most commonly associated with this fracture?</p>,0,100,2017-07-10 01:52:02,2017-07-10 01:52:02
74,74,multiple-choice,<p>A 34-year-old male presents with the right posterior wall acetabular fracture shown in Figure Above. What is the most accurate method to test for hip stability in this patient?</p>,0,100,2017-07-10 01:55:46,2017-07-10 01:55:46
75,75,multiple-choice,<p>Which is the following nerve roots is at risk during anterior placement of the iliosacral screw in treatment of sacroiliac disruption?</p>,0,100,2017-07-10 01:56:49,2017-07-10 01:56:49
76,76,multiple-choice,<p>A newborn with bilateral talipes equinovarus undergoes serial manipulation and casting. What is the primary goal of manipulation?</p>,0,100,2017-07-10 01:58:11,2017-07-10 01:58:11
77,77,multiple-choice,<p>The statements bellow are right for fracture healing <strong>EXCEPT</strong> :</p>,0,100,2017-07-10 01:59:30,2017-07-10 01:59:30
78,78,multiple-choice,<p>A 3-year-old boy has a rigid 40-degree lumbar scoliosis that is the result of a fully segmented L5 hemivertebra. All other examination findings are normal. Management should consist of:</p>,0,100,2017-07-10 02:00:51,2017-07-10 02:00:51
79,79,multiple-choice,"<p>In a patient with vertebral tuberculosis, which of the following characteristics is most predictive of progression of the kyphosis?</p>",0,100,2017-07-10 02:01:27,2017-07-10 02:01:27
80,80,multiple-choice,"<p>A patient is seen shortly after birth for evaluation of bilateral rigid clubfoot deformities. &nbsp;The child lacks passive and active wrist extension. &nbsp;Elbow range of motion is from full extension to 30 degrees of flexion with a fixed pronation deformity. &nbsp;The shoulders, hips, and knees have full range of motion. &nbsp;&nbsp;The most likely diagnosis is:</p>",0,100,2017-07-10 02:03:21,2017-07-10 02:03:21
81,81,multiple-choice,<p>Which of the following is not a physical examination finding in biceps tendon pathology?</p>,0,100,2017-07-10 02:12:46,2017-07-10 02:12:46
82,81,multiple-choice,"<p>If the above patient is clinically diagnosed with biceps tendinitis, what is the preferred initial management?</p>",0,100,2017-07-10 02:12:46,2017-07-10 02:45:29
83,81,multiple-choice,<p>Which of the following is not an indication for surgical intervention with long head of the biceps tendon pathology?</p>,0,100,2017-07-10 02:12:46,2017-07-10 02:12:46
85,82,multiple-choice,<p>Where does this tendon principally insert?</p>,0,100,2017-07-10 02:21:10,2017-07-10 02:21:10
86,82,multiple-choice,<p>What is the anatomical peculiarity of the ECU?</p>,0,100,2017-07-10 02:21:10,2017-07-10 02:21:10
87,82,multiple-choice,"<p>In addition to acting as a wrist extensor, what other role has been attributed to the ECU?</p>",0,100,2017-07-10 02:21:10,2017-07-10 02:21:10
88,83,multiple-choice,"<p>Based on this history and radiographic examination, how should you advise the family?</p>",0,100,2017-07-10 02:24:03,2017-07-10 02:24:03
89,83,multiple-choice,<p>What is the most likely underlying bone problem?</p>,0,100,2017-07-10 02:26:51,2017-07-10 02:26:51
90,83,multiple-choice,<p>The fracture location and pattern can be explained because</p>,0,100,2017-07-10 02:26:51,2017-07-10 02:26:51
91,84,multiple-choice,<p>The most appropriate treatment at this time would be which of the following?</p>,0,100,2017-07-10 02:37:32,2017-07-10 02:37:32
92,84,multiple-choice,<p>The most appropriate treatment at this time would be which of the following?</p>,0,100,2017-07-10 02:37:32,2017-07-10 02:37:32
93,84,multiple-choice,<p>The most likely complication after this fracture is likely to be which of the following?</p>,0,100,2017-07-10 02:37:32,2017-07-10 02:37:32
94,85,multiple-choice,<p>This clinical phenomenon is best characterized as which of the following?</p>,0,100,2017-07-10 02:41:23,2017-07-10 02:41:23
95,85,multiple-choice,"<p>During early management and resuscitation of this patient, which of the following is currently recommended in order to maximize neurological recovery?</p>",0,100,2017-07-10 02:41:23,2017-07-10 02:41:23
96,85,multiple-choice,<p>Definitive management of this patient&#39;s spinal injury should be:</p>,0,100,2017-07-10 02:41:23,2017-07-10 02:41:23
97,86,multiple-choice,<p>What is the most likely diagnosis?</p>,0,100,2017-07-10 02:44:27,2017-07-10 02:44:27
98,86,multiple-choice,<p>What is the treatment of choice ?</p>,0,100,2017-07-10 02:44:27,2017-07-10 02:44:27
99,87,multiple-choice,<p>What is the most likely diagnosis:</p>,0,100,2017-07-10 02:47:12,2017-07-10 02:47:12
100,87,multiple-choice,<p>What is the best treatmen option:</p>,0,100,2017-07-10 02:47:12,2017-07-10 02:47:12
101,88,multiple-choice,<p>What is the recommended treatment?</p>,0,100,2017-07-10 02:52:42,2017-07-10 02:52:42
102,88,multiple-choice,<p>What purpose does the Southwick&rsquo;s angle in the evaluation of this pathology?</p>,0,100,2017-07-10 02:52:42,2017-07-10 02:52:42
103,88,multiple-choice,"<p>If AP radiographs of the pelvis does not provide adequate information, what would the next step of investigation be?</p>",0,100,2017-07-10 02:52:42,2017-07-10 02:52:42
104,89,multiple-choice,"<p>Based on this patient&rsquo;s history and examination, what is the best next step?</p>",0,100,2017-07-10 02:56:16,2017-07-10 02:56:16
105,89,multiple-choice,"<p>Blood culture reveal methicillin-sensitive Staphylococcus aureus (MSSA). The patient&rsquo;s &nbsp;examination remains unchanged. In addition to outpatient serial laboratory studies and weekly observation for neurologic deterioration, which of the following is the most appropriate for nonoperative treatment?</p>",0,100,2017-07-10 02:56:16,2017-07-10 02:56:16
106,89,multiple-choice,<p>What would be the advantage of surgery for the patient described in this scenario?</p>,0,100,2017-07-10 02:56:16,2017-07-10 02:56:16
107,90,essay,<p>Which intervertebral disk most likely is involved ?&nbsp;(25)</p>,0,100,2017-07-10 03:24:55,2017-07-12 02:57:14
108,90,essay,<p>What is your diagnosis ?&nbsp;(25)</p>,0,100,2017-07-10 03:24:55,2017-07-12 02:57:14
109,90,essay,<p>What is your choice of treatment ?&nbsp;(25)</p>,0,100,2017-07-10 03:24:55,2017-07-12 02:57:14
110,90,essay,"<p>Before deciding upon surgical intervention, &nbsp;what &nbsp;is other important imaging modality to obtain ?&nbsp;(25)</p>",0,100,2017-07-10 03:24:55,2017-07-12 02:57:14
111,91,essay,<p>Please describe at least 2 abnormality &nbsp;finding in MRI ! (40)</p>,0,100,2017-07-10 03:28:05,2017-07-12 02:56:40
112,91,essay,<p>Why the kyphotic deformity happened ? (30)</p>,0,100,2017-07-10 03:28:05,2017-07-12 02:56:41
113,91,essay,<p>What is your diagnosis ? (30)</p>,0,100,2017-07-10 03:28:05,2017-07-12 02:56:41
114,92,essay,<p>Please explain why the leg pain improves with bending forward ?&nbsp;(25)</p>,0,100,2017-07-10 03:32:28,2017-07-12 02:56:11
115,92,essay,<p>What is your diagnosis ?&nbsp;(25)</p>,0,100,2017-07-10 03:32:28,2017-07-12 02:56:11
116,92,essay,<p>What is your choice of treatment ?&nbsp;(25)</p>,0,100,2017-07-10 03:32:28,2017-07-12 02:56:11
117,92,essay,<p>What is the most possible late complication ?&nbsp;(25)</p>,0,100,2017-07-10 03:32:28,2017-07-12 02:56:11
118,93,essay,<p>Please describe the abnormal radiologic finding at L1 ? (25)</p>,0,100,2017-07-10 03:35:15,2017-07-12 02:55:42
119,93,essay,<p>What is your diagnosis &nbsp;?&nbsp;(25)</p>,0,100,2017-07-10 03:35:15,2017-07-12 02:55:42
120,93,essay,"<p>Explain biomechanically, why the kyphotic deformity tend to progress in severe osteoporotic spine ?&nbsp;(25)</p>",0,100,2017-07-10 03:35:15,2017-07-12 02:55:42
121,93,essay,<p>What is &nbsp;AAOS &nbsp;Clinical Practical &nbsp;Guidance recommendation &nbsp;about vertebroplasty ?&nbsp;(25)</p>,0,100,2017-07-10 03:35:15,2017-07-12 02:55:42
122,94,essay,<p>What is the mode of injury ? (25)</p>,0,100,2017-07-10 03:37:35,2017-07-12 02:55:12
123,94,essay,<p>What is your diagnosis ? (25)</p>,0,100,2017-07-10 03:37:35,2017-07-12 02:55:12
124,94,essay,<p>What is the most possible complication of this type of injury ? (25)</p>,0,100,2017-07-10 03:37:35,2017-07-12 02:55:12
125,94,essay,<p>What is your best choice for treatment ? (25)</p>,0,100,2017-07-10 03:37:35,2017-07-12 02:55:12
126,96,essay,<div>Describe the surgical margin in musculoskeletal tumor (30)</div>,0,100,2017-07-10 12:31:15,2017-07-10 12:31:15
127,96,essay,<div>Which type of surgical margin related to the picture above and what is the possible diagnosis (35)</div>,0,100,2017-07-10 12:31:15,2017-07-11 21:34:13
128,96,essay,<p>How do you manage surgically&nbsp; according to your diagnosis (35)</p>,0,100,2017-07-10 12:31:15,2017-07-10 12:31:15
132,97,essay,<div>Describe the terms of open biopsy technique in musculoskeletal tumors(35)</div>,0,100,2017-07-10 12:40:55,2017-07-10 12:40:55
133,97,essay,<div>Describe HUVOS score(35)</div>,0,100,2017-07-10 12:40:55,2017-07-10 12:40:55
134,97,essay,<div>What the different between immunohistopathology and immunocytology (30)</div>,0,100,2017-07-10 12:40:55,2017-07-11 21:36:01
135,98,essay,<div>What is the step of Greenspan for reading the lesion in extremity(35)</div>,0,100,2017-07-10 12:49:20,2017-07-10 12:49:20
136,98,essay,<div>What is the possible diagnosis according to the x-ray and&nbsp; explain why(30)</div>,0,100,2017-07-10 12:49:20,2017-07-10 12:49:20
137,98,essay,<div>What the meaning of periosteal reaction(35)</div>,0,100,2017-07-10 12:49:20,2017-07-10 12:49:20
138,99,essay,<p>What is your diagnosis and please classify the fracture&nbsp;(25)</p>,0,100,2017-07-10 14:06:16,2017-07-12 03:03:29
139,99,essay,<p>How do you manage this problem&nbsp;(25)</p>,0,100,2017-07-10 14:06:16,2017-07-12 03:03:29
140,99,essay,"<p>If your answer on no 2 is surgical intervention, what approach do you use and why?&nbsp;(25)</p>",0,100,2017-07-10 14:06:16,2017-07-12 03:03:29
141,99,essay,<p>What complication may occur in the future&nbsp;(25)</p>,0,100,2017-07-10 14:06:16,2017-07-12 03:03:29
142,100,essay,<p>Please mention three&nbsp;differential diagnosis that may produce such deformities (40)</p>,0,100,2017-07-10 14:10:23,2017-07-12 14:37:16
143,100,essay,<p>An idiopathic clubfoot is best managed by Ponseti protocol. Could you describe in brief the protocol of Ponseti (60)</p>,0,100,2017-07-10 14:10:23,2017-07-12 03:03:05
144,101,essay,<p>What is the characteristics sign you found in this osteosarcoma histopathology? Please listed at least 3 sign and pointed to the figure A (50)</p>,0,100,2017-07-10 14:13:11,2017-07-11 21:48:50
145,101,essay,<p>What is the characteristics sign you found in this Giant Cell Tumor of the bone histopathology? Please listed at least 2 sign and pointed to the figure B (50)</p>,0,100,2017-07-10 14:13:11,2017-07-10 14:13:31
146,102,essay,<p>Please name your diagnosis and classification (30)</p>,0,100,2017-07-10 14:14:12,2017-07-12 03:02:36
147,102,essay,<p>Please describe the configuration and extension of fracture line in growth plate injury according to Salter Harris (40)</p>,0,100,2017-07-10 14:14:12,2017-07-12 03:02:36
148,102,essay,<p>How do you treat this condition? (30)</p>,0,100,2017-07-10 14:14:12,2017-07-12 03:02:36
149,103,essay,<p>What is your diagnosis (40)</p>,0,100,2017-07-10 14:16:18,2017-07-12 03:02:05
